MATRÍCULA ESTABLECIMIENTO,NOMBRE ESTABLECIMIENTO,DIRECCIÓN,MUNICIPIO,TELÉFONO ESTABLECIMIENTO 1,TELÉFONO ESTABLECIMIENTO 2,TELÉFONO ESTABLECIMIENTO 3,EMAIL ESTABLECIMIENTO,CÓDIGO CIIU 1,DESCRIPCION CÓDIGO CIIU 1,CÓDIGO CIIU 2,DESCRIPCION CÓDIGO CIIU 2,CÓDIGO CIIU 3,DESCRIPCION CÓDIGO CIIU 3,CÓDIGO CIIU 4,DESCRIPCION CÓDIGO CIIU 4,MATRICULA MERCANTIL / NRO ESAL DEL PROPIETARIO,NOMBRE / RAZÓN SOCIAL PROPIETARIO,REPRESENTANTE LEGAL
719193-2,HOSPEDAJE CASA LINDA # 2,CARRERA 48 CL 60 14,MEDELLÍN,321888236.0,,,brothercano4@gmail.com,5530,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",,,692801-1,NARVAEZ HOLGUIN JOE SNEIDER,
729319-2,HOTEL LA MOLIENDA CAMPESTRE ,VDA SAN ANDRES PAR LOGISTICO LA MOLIENDA A QUINIENTOS MTS DEL PEAJE EL TRAPICHE,GIRARDOTA,3218020759.0,3136213668.0,,lamoliendacampestre@gmail.com,5511,Alojamiento en hoteles,,,,,,,704849-1,LIZCANO BORGO NELSYS MARIA,
742180-2,HOTEL SELVARIO 36,CARRERA 36 CALLE 8 A 47,MEDELLÍN,3022297401.0,,,gerencia@thesomos.com,5511,Alojamiento en hoteles,,,,,,,718456-12,SOMOS SELVARIO S.A.S,JUAN CAMILO GIRALDO GIRALDO
742012-2,PLETORA BIENES RAICES ,Calle 33 C No. 88 A 169,MEDELLÍN,300713469.0,3014434606.0,3007137469.0,laoctavagrupoempresarialsas@gmail.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,,,,,562909-12,LA OCTAVA GRUPO EMPRESARIAL S. A. S.,LILIANA MARCELA ARANGO ALVAREZ
741988-2,HABITACIONES LA 40 SABANALARGA,CALLE 19 17 18,SABANALARGA,3233937913.0,,,guzmancarlosenrique663@gmail.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,719990-1,HENAO NARANJO SANDRA ,
757604-2,LLERAS SPORTS MASSAGE,CARRERA 38 NO. 10 - 08 INT. 201,MEDELLÍN,3175726379.0,,,michael.watkins@hotmail.co.uk,8692,Actividades de apoyo terapéutico,5519.0,Otros tipos de alojamiento para visitantes,,,,,738932-12,ISPANISH SCHOOL S.A.S,JOHN RUSSELL BARNESON
771165-2,HOSTAL BILOW,CALLE 56 # 54 - 71,MEDELLÍN,3115538724.0,,,elenamontoya411@gmail.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,755941-1,MONTOYA TORRES LUZ ELENA,
771166-2,PARK CARIBE HOTEL,CALLE 75 # 64 A - 63,MEDELLÍN,3243306614.0,,,parkcaribehotel@gmail.com,5511,Alojamiento en hoteles,,,,,,,755942-1,SANCHEZ RIOS LUIS ALBEIRO,
730754-2,CASA AMAZONAS ,CARRERA 35 8 A 66,MEDELLÍN,3128518030.0,3046520060.0,,carlosmejia7819@gmail.com,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,5512.0,Alojamiento en apartahoteles,5519.0,Otros tipos de alojamiento para visitantes,,,702813-12,INVERSIONES LUMMAR S.A.S,CARLOS HERNAN MEJIA AGUDELO
730712-2,CASTILLO SAN ROQUE,Carrera 42 7 a 92,MEDELLÍN,3004138086.0,,,castillosanroque@gmail.com,1072,Elaboración de panela,4511.0,Comercio de vehículos automotores nuevos,4620.0,"Comercio al por mayor de materias primas agropecuarias, animales vivos",5519.0,Otros tipos de alojamiento para visitantes,706502-1,DELGADO OSPINA JAVIER ,
742684-2,VISTA VERDE MEDELLIN,CALLE 9 SUR 79 C 151 APTO 1621,MEDELLÍN,3165347798.0,,,MED.VISTAVERDE@GMAIL.COM,5512,Alojamiento en apartahoteles,,,,,,,720848-1,BETANCUR JEFFREY ,
757660-2,SUCULENTA GLAMPING,KM 11 VIA LA BANCA VIA BELLO SAN PEDRO DE LOS MILAGROS,BELLO,3103585526.0,3146380534.0,,suculentaglamp@gmail.com,5514,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,1089.0,Elaboración de otros productos alimenticios n.c.p.,,,739008-1,SUAREZ ARBOLEDA JOHN ALBERTO,
727109-2,FINCA ARCOIRIS,LOTE 24,LA PINTADA,3144469146.0,,,chepesanchezortiz@gmail.com,5514,Alojamiento rural,,,,,,,702343-1,CASTILLO BOLAÑOS WILSON,
727344-2,ORGANIZACION420,CALLE 66 A 55 A 51 INT 911,MEDELLÍN,3154172702.0,,,SANTACRUZB97@GMAIL.COM,145,Cría de aves de corral,4741.0,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",149.0,Cría de otros animales n.c.p.,5511.0,Alojamiento en hoteles,702575-1,BOTERO SANTACRUZ SEBASTIAN ,
758535-2,MONTORRES APTO 201,CALLE 32 B 79 A 11 APTO 201,MEDELLÍN,604527543.0,3016173032.0,,montorresrentals@outlook.com;yesicamontoya1@hotmail.com,5512,Alojamiento en apartahoteles,5519.0,Otros tipos de alojamiento para visitantes,,,,,722298-1,MONTOYA MORENO YESICA MARCELA,
730212-2,SR. SMOOTHIE,CALLE 60 76 38 INTERIOR 203 LOCAL 3,MEDELLÍN,3108479624.0,,,john.u.rrego@hotmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,705884-1,URREGO URREGO JOHN EIDER,
758178-2,CASA MANILA ,CARRERA 43 B 11 12 INT 201,MEDELLÍN,3122864765.0,,,mauroortegavilla@gmail.com,7912,Actividades de operadores turísticos,5519.0,Otros tipos de alojamiento para visitantes,5621.0,Catering para eventos,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,739650-1,ORTEGA VILLA MAURICIO,
731320-2,ALIANZA FIEL MEDELLIN,CARRERA 82 C 30 A 120 OFC 1511 - 1513 - 1515,MEDELLÍN,3156126185.0,,,admin@grupoalianzacolombia.com,7990,Otros servicios de reserva y actividades relacionadas,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,7911.0,Actividades de las agencias de viaje,,GRUPO ALIANZA COLOMBIA SAS,
758618-2,"AGAZE GLAMPING 
",VDA EL CARMELO CORREGIMIENTO SAN FELIX,BELLO,3205750904.0,,,glampingagaze@gmail.com,5514,Alojamiento rural,5519.0,Otros tipos de alojamiento para visitantes,,,,,740204-1,GIRALDO SANCHEZ LINA MARCELA,
775999-2,ESTADERO SANTA BARBARA Y ALGO MAS,CORREGIMIENTO NUEVO HORIZONTES SANTA BARBARA,SOPETRAN,3154560554.0,,,matiasjero.23@gmail.com,9329,Otras actividades recreativas y de esparcimiento n.c.p.,5514.0,Alojamiento rural,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,761832-1,LONDOÑO TAVERA MARIA DEL ROSARIO,
731191-2,HOTEL TORRE PRIMAVERA SAS,CALLE 40 73 10,MEDELLÍN,3143301972.0,3227498.0,,hotelprimaverasas@gmail.com,5511,Alojamiento en hoteles,,,,,,,707037-12,HOTEL TORRE PRIMAVERA S.A.S.,CARLOS WILSON TAFUR ALARCON
776031-2,ANFITRION HOTEL 24 HORAS,CALLE 33 # 65 - 25,MEDELLÍN,3126189676.0,,,olartesepulvedam@gmail.com,5519,Otros tipos de alojamiento para visitantes,5530.0,Servicio de estancia por horas,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,761866-1,OLARTE SEPULVEDA MARIA ALEJANDRA,
730828-2,VILLA MARIA GLORIA,VEREDA POPALITO BARBOSA,BARBOSA,3103757612.0,,,mdjcas1@gmail.com,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,141.0,Cría de ganado bovino y bufalino,5514.0,Alojamiento rural,,,706622-1,CASTRILLON CARDONA MILTON DE JESUS,
776158-2,SELVA MARIA HOTEL BOUTIQUE ,CALLE 10 NO. 6 83,SANTAFE DE ANTIOQUIA,3147921144.0,,,1541antioquiasas@gmail.com,5511,Alojamiento en hoteles,,,,,,,720448-12,1541 DE ANTIOQUIA S.A.S.,CLARA BERNARDA ATEHORTUA MORALES
775903-2,HOSPEDAJE CANOLADO OSSA,CRA 51 N° 55 - 38 INT 300,MEDELLÍN,3133749814.0,,,wrodriguez96@yahoo.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,761714-1,OSSA SANDRA PATRICIA,
771502-2,POSADA ALMA MIA,CORR LLANADAS FCA ALMA MIA,OLAYA,3233935746.0,,,kren1628@hotmail.com,5514,Alojamiento rural,7500.0,Actividades veterinarias,,,,,756335-1,SALDARRIAGA VALLEJO KAREN STEFFANY,
735595-2,ED KARMELE APTO 206,CARRERA 81 45 G 28 APTO 206,MEDELLÍN,3015125890.0,,,croldanv1@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,712197-1,ROLDAN VARGAS CARLOS ANDRES,
759039-2,ANKARA 801,CARRERA 33 NO. 5 G 51 APTO 801,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
759132-2,CAMPING LOS 4 ELEMENTOS,VRD encenillos -los bustamante,GIRARDOTA,3233379882.0,3194758205.0,3135198697.0,camping4elementos@hotmail.com,5514,Alojamiento rural,9329.0,Otras actividades recreativas y de esparcimiento n.c.p.,5520.0,Actividades de zonas de camping y parques para vehículos recreacionales,,,740829-1,PATIÑO BUSTAMANTE LUISA FERNANDA,
759267-2,HOTEL PLENITUD JARDIN,CARRERA 2 DOS 778 SIETE SIET URBANA,JARDIN,3226485625.0,,,hotelplenitudjardin@gmial.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,,,,,740990-1,RIOS JARAMILLO JOANA DEL CARMEN,
743135-2,LA CASONA LAURELES,CARRERA 72 CIRCULAR 4 37,MEDELLÍN,3147731741.0,,,lacasonalaureles@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,721390-1,SALDARRIAGA PADIERNA ELIZABETH ,
776472-2,DESPERTAR A UNA NUEVA OPORTUNIDAD,CALLE 95 AA 31 C 26,MEDELLÍN,3022619076.0,3147556167.0,,margora52@yahoo.com,5511,Alojamiento en hoteles,,,,,,,762363-1,MOLINA JIMENEZ LUZ FANERY,
743121-2,HOTEL AIGLE,CALLE 11 9 24,ANZA,3147451253.0,,,andrescaro1982@gmail.com,5511,Alojamiento en hoteles,5621.0,Catering para eventos,4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",4759.0,Comercio al por menor de otros artículos domésticos en establecimientos especializados,721380-1,CARO URREGO ANDRES FERNEY,
735639-2,VIDA ARBÓREA,VEREDA EL PLACER - CORREGIMIENTO SANTA ELENA,MEDELLÍN,3137559360.0,,,gloriamarcela8@gmail.com,5514,Alojamiento rural,8552.0,Enseñanza deportiva y recreativa,,,,,712249-1,TAMAYO RESTREPO GLORIA MARCELA,
759254-2,FINCA 19 PALMA REAL ,PARCELACION PALMA REAL,SANTAFE DE ANTIOQUIA,3104619362.0,,,fincapalmareal19@gmail.com,5514,Alojamiento rural,,,,,,,663128-12,INVERSIONES SDC COLOMBIA S.A.S,DIEGO ALEXANDER BETANCUR GOMEZ
731398-2,LOFT 32 MEDELLIN AR,Calle 32 F 74 E 30 IN 1,MEDELLÍN,6040189.0,3054314054.0,,loft.medellin@gmail.com,5511,Alojamiento en hoteles,5519.0,Otros tipos de alojamiento para visitantes,,,,,707277-12,AR CELESTIAL HOTEL S.A.S.,ANTHONY FULBERT RUIZ BOCANEGRA
732770-2,ROYAL LUXURY HOUSE APARTAMENTS,CARRERA 42 14 90 APTO 807,MEDELLÍN,3147678834.0,,,royalluxuryhouse@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,708886-1,BOTERO ALVAREZ ANDERSON ALEXANDER,
759771-2,HOTEL 555,CARRERA 37 8 A 138,MEDELLÍN,3004678389.0,3186446194.0,,jds084@gmail.com,5512,Alojamiento en apartahoteles,5511.0,Alojamiento en hoteles,,,,,666397-12,DARREN ENTERPRISE SAS,JONATHAN DARREN SYMS
760035-2,ZR - 403,CARRERA 37 10 A 58 AP 403,MEDELLÍN,6045017530.0,,,acontablealemol@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,493845-12,PROMOTORA ZR S.A.S.,ALEJANDRO MOLINA OSORIO
759742-2,TAUKUS & MACHADO VIP APTS,CARRERA 53 NO. 23 98 APARTAMENTO 301,BELLO,3005000432.0,6042990730.0,,aptomaty@gmail.com,5519,Otros tipos de alojamiento para visitantes,5530.0,Servicio de estancia por horas,5590.0,Otros tipos de alojamiento n.c.p.,5512.0,Alojamiento en apartahoteles,741580-1,MACHADO CORDOBA FLOR MATILDE,
735001-2,FINANCIA2,CALLE 102 45 40 INTERIOR 201,MEDELLÍN,3226838635.0,,,angela.rivera68@esumer.edu.co,7490,"Otras actividades profesionales, científicas y técnicas n.c.p.",5519.0,Otros tipos de alojamiento para visitantes,,,,,711491-1,RIVERA VALENCIA ANGELA LORENA,
735009-2,SHIRA Z CATOKI,CALLE 7 33 38,MEDELLÍN,3137852065.0,,,elohin@europe.com,5511,Alojamiento en hoteles,5619.0,Otros tipos de expendio de comidas preparadas n.c.p.,,,,,627916-12,BLUE ZONE SEVEN 1 S.A.S,CATALINA MARIA CUARTAS LOPEZ
735417-2,PEÑALOMA UNIT 301,Calle 12 31 123,MEDELLÍN,3192027520.0,3125605097.0,,juliana@jlegalstudio.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,711978-1,BINTZ JOHN ,
736153-2,MANILA LUXURY 401,CALLE 12 NO. 43 D 109 APTO 401,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
735755-2,BLUX APARTAMENTOS AMOBLADOS - 702,CALLE 12 30 126,MEDELLÍN,4801200.0,3147965019.0,,ana@casacol.co,5512,Alojamiento en apartahoteles,5519.0,Otros tipos de alojamiento para visitantes,,,,,477334-12,PROPIEDAD RAIZ CASACOL S.A.S.,BRADLEY H. HINKELMAN
736773-2,ALOJAMIENTO RURAL EIWA,VEREDA SABANAZO,SOPETRAN,3184248214.0,,,cames610@hotmail.com,5514,Alojamiento rural,,,,,,,713608-1,ESCOBAR DUQUE JULIAN CAMILO,
736607-2,ART LIVING 1204,CALLE 12 NO. 40 A 95 APTO 1204,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
736808-2,HOSPEDAJE KEILIMAR ,CALLE 57 NO. 49 63,MEDELLÍN,6043290650.0,3125242141.0,,viviendacompartida2022@hotmail.com,5512,Alojamiento en apartahoteles,5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,,,713653-12,VIVIENDA COMPARTIDA S.A.S,JHON FREDYS GARCIA MONTOYA
737118-2,BIENES E INMUEBLES ARANGO,CALLE 10 11 09 LOCAL 102,ENTRERRIOS,3137596963.0,,,bieneseinmueblesarango@gmail.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,7912.0,Actividades de operadores turísticos,7990.0,Otros servicios de reserva y actividades relacionadas,5514.0,Alojamiento rural,714047-1,ARANGO VILLA LINA MARCELA,
763789-2,ESTAMBUL SAMY,CARRERA 47 # 53 - 42,MEDELLÍN,3014330605.0,,,varcelona5012@gmail.com,5590,Otros tipos de alojamiento n.c.p.,,,,,,,746878-1,URANGO SALGADO BERTA TULIA,
760507-2,LINDA SOFIA AVANI,VEREDA CHAGUALAL CAMPESTRE AURORA,SOPETRAN,3216394048.0,,,info@lindasofia.com,5514,Alojamiento rural,5629.0,Actividades de otros servicios de comidas,5611.0,Expendio a la mesa de comidas preparadas,,,714408-1,ESCOBAR PARRA SANTIAGO ,
733163-2,CASA TAMAYO,CALLE 39 66 A 77,MEDELLÍN,3175007231.0,,,santiago.gt@gmail.com,5519,Otros tipos de alojamiento para visitantes,5590.0,Otros tipos de alojamiento n.c.p.,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,,,709351-12,CASA TAMAYO SAS,SANTIAGO GARCIA TAMAYO
736650-2,APARTAMENTO BLUX 1303,CALLE 12 30 126 APTO 1303,MEDELLÍN,3105426374.0,3233660009.0,,blux1303@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,695590-1,JANSSENS GAETAN JHON ERIC MONIQUE ULYSSE,
737242-2,STANZA 1503,CARRERA 32 5 G 70 APTO 1503,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
732569-2,MANÁ NUTRITION,CALLE 49 78 A 48,MEDELLÍN,3013606302.0,,,maurovm2211@gmail.com,5519,Otros tipos de alojamiento para visitantes,5512.0,Alojamiento en apartahoteles,,,,,708653-1,SANCHEZ BEDOYA VICTOR MAURICIO,
771706-2,ALUNA TURISMO DE BIENESTAR SAS,CIRCULAR 3 7018 LAURELES,MEDELLÍN,3028645172.0,3122023829.0,,marlyesmeraldavergaratamayo@gmail.com,5513,Alojamiento en centros vacacionales,,,,,,,756569-12,ALUNA TURISMO DE BIENESTAR SAS,MARLY ESMERALDA VERGARA TAMAYO
763899-2,"POBLADO GUEST HOUSE LAURELES
",DIAGONAL 74 B NO. 32 B 125,MEDELLÍN,3184419078.0,,,doryflane@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,552905-12,DORYFLANE S.A.S.,ARTHUR OLIVIER JEREMIE LEROUX
737252-2,ALCAZABA 502,CALLE 6 NO. 32 79 APTO 502,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
772075-2,AVIATUR MOLITUR,CARRERA 43 A NO. 5 A 31 LOCAL 109,MEDELLÍN,6042602000.0,,,elizabethmorales@aviatur.com,7911,Actividades de las agencias de viaje,7912.0,Actividades de operadores turísticos,5511.0,Alojamiento en hoteles,8230.0,Organización de convenciones y eventos comerciales,,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,
737232-2,MANANTIAL 1301,CALLE 49 39 67 APTO 1301,MEDELLÍN,3197861789.0,,,info@7thheavenrentals.com,5512,Alojamiento en apartahoteles,,,,,,,651445-12,7TH HEAVEN S.A.S,DANIEL FRANCIS ARROWOOD
737239-2,PLAZA DEL RIO 2015,CALLE 19 NO. 43 G 80 APTO 2015,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
772340-2,HOTEL DORADO JARDIN,CARRERA 4 8 52,JARDIN,3206038722.0,,,Negociosdeexito2519@gmail.com,5511,Alojamiento en hoteles,5611.0,Expendio a la mesa de comidas preparadas,4771.0,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,,757360-1,VIVEROS HENAO LEIDY JOHANNA,
736800-2,APARTAMENTO BLUX 1301,CALLE 12 30 126 APTO 1301,MEDELLÍN,3012319235.0,,,roger2973@aol.com,5512,Alojamiento en apartahoteles,,,,,,,713643-1,ROMERO ROGER MICHAEL,
736844-2,RENTALS APTO 303,CALLE 8 42 47,MEDELLÍN,3206242259.0,3127628409.0,,nora.e.escobar@gmail.com,5512,Alojamiento en apartahoteles,5511.0,Alojamiento en hoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,5519.0,Otros tipos de alojamiento para visitantes,608264-12,POBLADO RENTALS S.A.S.,BARRY LEE BRACHFELD
736843-2,RENTALS APTO 302,CALLE 8 42 47,MEDELLÍN,3206242259.0,3127628409.0,,nora.e.escobar@gmail.com,5512,Alojamiento en apartahoteles,5511.0,Alojamiento en hoteles,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,5519.0,Otros tipos de alojamiento para visitantes,608264-12,POBLADO RENTALS S.A.S.,BARRY LEE BRACHFELD
772391-2,HOTEL LAS PALMAS JARDIN,VEREDA SAN BARTOLO EL ALTO FINCA LAS PALMAS,ANDES,3045437426.0,,,hotellaspalmas2023@gmail.com,5511,Alojamiento en hoteles,4724.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",5613.0,Expendio de comidas preparadas en cafeterías,,,659525-1,MORALES ARENAS JUAN PABLO,
737980-2,MONICA MARCELA FRANCO DUQUE,CALLE 11 A 43 E 46,MEDELLÍN,3148807789.0,,,monica.francod@gmail.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,715166-1,FRANCO DUQUE MONICA MARCELA,
764546-2,EL FRANCES HOTEL,CALLE 50 76 37,MEDELLÍN,3007871229.0,,,gilbert2080@hotmail.com,5519,Otros tipos de alojamiento para visitantes,5511.0,Alojamiento en hoteles,,,,,747815-1,MORALES DUQUE JOSE GILBERTO,
760438-2,EP 406 AYAMONTE,CARRERA 32 D 7 A 13 (406),MEDELLÍN,3218306456.0,,,admin@everyplace.co,5512,Alojamiento en apartahoteles,,,,,,,761645-12,EVERYPLACE SAS,JUAN PABLO MONTOYA KALLEWAARD
737241-2,ALCAZABA 501,CALLE 6 NO. 32 79 APTO 501,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
764086-2,LUXURY REAL ESTATE S.A.S.,CALLE 3 BSUR NO. 29 C 35,MEDELLÍN,3142032347.0,,,lindacasallas16@gmail.com,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,7912.0,Actividades de operadores turísticos,5512.0,Alojamiento en apartahoteles,5514.0,Alojamiento rural,747221-12,LUXURY REAL ESTATE S.A.S.,LINDA JOHANNA CASALLAS REYES
737293-2,SAN PATRICIO CAUCA VIEJO,JERICO MANZANA P LOTE 10 CAUCA VIEJO SAN PATRICIO,JERICÓ,3104529657.0,3007801945.0,,ggaviria_diez@hotmail.com,5514,Alojamiento rural,,,,,,,714289-1,GAVIRIA DIEZ GABRIELA DEL SOCORRO,
737428-2,MANILA CASA 14,CALLE 14 43 B 151,MEDELLÍN,3046718953.0,,,rental.primeproperties@gmail.com,5519,Otros tipos de alojamiento para visitantes,6810.0,Actividades inmobiliarias realizadas con bienes propios o arrendados,5512.0,Alojamiento en apartahoteles,,,714495-12,PRIME PROPERTY S.A.S,KAREN GINEET RAVE OROZCO
737496-2,ALTOS DE PROVENZA 403,CALLE 6 NO. 32 61 APTO 403,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,5519.0,Otros tipos de alojamiento para visitantes,7912.0,Actividades de operadores turísticos,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
764819-2,ALTOS DE ALEJANDRIA 601,CALLE 2 SUR NO. 35 09 APTO 601,MEDELLÍN,6045833582.0,,,camposandra@yahoo.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
741462-2,FINCA EL SINAÍ - SAN JERÓNIMO,VEREDA EL BERRIAL,SAN JERÓNIMO,3053728382.0,3118480180.0,,daissyforero60@gmail.com,5514,Alojamiento rural,,,,,,,719350-1,FORERO SEGURA DAISSY ,
737248-2,MANILA CENTER 502,Carrera 43 E 12 22 APTO 502,MEDELLÍN,3013808999.0,,,camposandra@yahoo.com,5519,Otros tipos de alojamiento para visitantes,,,,,,,682682-12,IN HOUSE REAL ESTATE S.A.S.,SANDRA PATRICIA CAMPO VELASQUEZ
776505-2,STOP COMETE ALGUITO ,CARRERA 47 NO. 52 86 LOCAL 416,MEDELLÍN,3133771849.0,7858682881.0,,arq.trejos@gmail.com,5511,Alojamiento en hoteles,1084.0,Elaboración de comidas y platos preparados,1089.0,Elaboración de otros productos alimenticios n.c.p.,5613.0,Expendio de comidas preparadas en cafeterías,,TREJOS CARBONO JENIFFER PAOLA,
737572-2,HOTEL MONTANA 1.0 S.A.S,CALLE 46 46 29,BELLO,6044436214.0,3234148505.0,,hotelmontanasas@gmail.com,5511,Alojamiento en hoteles,,,,,,,714671-12,HOTEL MONTANA 1.0 S.A.S.,FERNEY ADOLFO ARISTIZABAL RAMIREZ
741789-2,"HOTEL SIETE EXPRESS 
",CALLE 41 A 70 84,MEDELLÍN,3044785413.0,3008281228.0,,hotelsie7express@gmail.com,5511,Alojamiento en hoteles,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,,,719750-1,LOZANO LOPEZ NATHALIA ANDREA,
737946-2,GO 303,CALLE 10 SUR 45 270,MEDELLÍN,3146312367.0,,,manugt@gmail.com,5512,Alojamiento en apartahoteles,,,,,,,709015-1,GONZALEZ TRUJILLO MANUELA ,
737844-2,LLERAS PLACE´S HOTEL,CARRERA 40 9 37,MEDELLÍN,3138806257.0,,,alzateduartejuancarlos@gmail.com,5511,Alojamiento en hoteles,5512.0,Alojamiento en apartahoteles,4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",5630.0,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,715003-1,ALZATE DUARTE JUAN CARLOS,
